userName,score,at,content
Flavea Ceiniya,5,2022-12-25 03:20:18,Untuk bareksa tolong lindungi nasabahmu yg modalnya kecil.. buatlah pembiayaan agar fee untuk pembeliannya bisa minim.. kalau lewat bank itu jelas merugikan.. jika rajin menabung perbulan 100rb tiap beli kena 4500 itu jelas nggak masuk akal hasilnya nggak nutup.. dari sini nasabah yg punya uang nggak dapat apa2 bareksa yg ngelola.. bank yg dapat untungnya.. buat yg mau invest jangan setor hanya dengan uang kecil 100rb atau kurang jelas akan rugi..
Rizal Alan Priambadi,5,2022-12-23 08:54:32,aplikasi bareksa cukup bisa diandalkan dalam memberikan pilihan dalam berinvestasi
Betria C,5,2022-12-23 06:01:04,Habis update versi baru malah ke log out sendiri. Coba login tapi password ga bisa. Sudah reset password tetep aja password baru ga bisa login Kendala ditangani dengan cepat. Good job
Mob Leg,3,2022-12-22 00:20:51,"Fitur lupa password tidak fungsi. Saya tidak bisa login dengan password baru, padahal sebelumnya saya berhasil mengganti password pada fitur lupa password. Mohon perhatiannya.."
Nyoman Suliana,1,2022-12-21 23:58:25,"Buka apps pagi2, ternyata disuruh buat PIN. Setelah coba buat PIN sampai 3 kali gagal, lalu disuruh masukkan PIN yg lama. Setelah dimasukkan PIN yg lama, di bilang PIN yg anda masukkan salah... 😯☹️"
Choky Parulian Pohan,3,2022-12-18 12:25:15,"Mohon petunjuknya aplikasi bareksa dana saya tidak bisa di buka , saat di buka hanya sampai pada tampilan depan saja, terimakasih"
AQSS Uhu,5,2022-12-12 04:08:12,Aplikasi Reksadana aplikasi yang cocok untuk pemula yang ingin belajar berinvestasi dengan modal yang kecil.Dan bisa nabung tiap bulan nya.aplikasi paling rekomendasi
Mr. Haho,1,2022-12-08 06:33:37,Kok ga bisa scan KTP ya habis nunggu proses scan malah kembali ke menu awal.. sudah ngulang 4x mungkin ga berjodoh investasi di aplikasi ini
Akrimah 2020,1,2022-12-07 12:12:01,"Aplikasi sering ngadat. CS nya ga guna jawab pake template terus. Bertransaksi jual obligasi dan reksadana ribet, kena cas kl ga pake rek BCA."
kamal hanif,1,2022-12-01 05:46:28,"Saat penjualan reksa dana nomor otp telepon susah muncul di pesan, proses pembayarannya sangat lama lebih cepat bibit."
email kelassebelas,1,2022-11-24 00:31:15,"App error akun rekening kurang huruf 1 krna digit app bareksanya, malah transaksi penjualan ga masuk rekening...komplain live chat malah disarankan ganti nama sama ganti no rek...udah ganti norek, nama kita tetap kurang 1 huruf dan ga ada menu edit nama....pdhal kita lagi butuh dana cepat2...sdh lebih H+7 ga masuk2 ke rekening dana kita...."
khrisman Hha,1,2022-11-18 17:31:36,Apa boleh kita daftar cuma sekedar iseng² mau tau isi nya doang dan skema nya gimana. Kalo pun ada dana nya belum tentu minat. Kalo boleh kasih bintang 5 itung-itung edukasi. N jgn telpon² kalo ada opsi hapus akun. Aku hapus sendiri.
Toto Darma Lungit,5,2022-11-15 12:21:57,"aplikasi simple , tampilan sangat mudah di pahami, warna tampilan nyaman di mata, hanya saja proses pembelian dan pencairan dana yg lumayan lama, tolong diperbaiki . terima kasih"
Pengguna Google,3,2022-11-12 04:43:14,sdh daftar lebih dari 3 hari.. tapi masih belum bisa transaksi sampai sekarang..mudah2an ke depannya bis coba lagi Mgkn bisa
Heri Susanto,1,2022-11-10 06:49:12,"Sudah cukup pakai bareksa, mending pindah ke bibit. Ada biaya-biaya saat beli reksadana, saat sbn sudah lama tidak beli malah dinonaktifkan dan harus aktivasi ulang bikin ribet. Pindah ke platform lain."
Ronal Pratama,4,2022-11-09 18:58:39,"Saran saya buat Bareksa, tolong lebih di percepat untuk depositnya karena terlalu lama, dan untuk pencairannya juga cukup lama, jadi tolong di percepat itu saja keluhan saya semoga kedepannya bisa lebih baik"
Junior Andrian,1,2022-11-02 03:56:49,"Promo paling menarik malah di hilangkan. Pembayaran sekarang kena Rp. 1000 padahal sblm""nya gartis lewat ovo. Dan skrg g ada chasback ovo point 1 persen. Terlalu bnyak promo ga jelas yg undiannya pada ngaret. Mending konsisten saja dengan promo bulanan. Lama"" pindah ke aplikasi sebelah"
Lukmanul Hakim02,5,2022-10-27 23:37:49,"bagus aplikasi nya, kalau bisa tidak ada biaya admin top up. agar kita lebih semangat berinvestasi, mohon di pertimbangkan. terimakasih"
Hoesa,5,2022-10-24 14:38:16,Kinerja aplikasi baik dan tampilan UI sangat mudah dipahami dan elegan menjadikan pengalaman berinvestasi semakin nyaman dan menggembirakan
IQBAL MAULANA,4,2022-10-19 22:50:41,aplikasi nya bagus... hanya UI nya yang harus banyak d perbaiki agar mudah di pahami user
Ratih Mahariani,5,2022-10-19 12:52:03,Mudah di akses. Beli investasi tidak ada masalah. Informasinya lengkap dan bisa dipahami.
Bengkel NTK,1,2022-10-17 01:39:49,"saya sudah beberapa kali komplain soal gak bisa ubah data alamat di app sama cs whatsapp,dan gak memuaskan penyelesaiannya"
Saeful Iman,1,2022-10-08 03:54:03,"Bye Bareksa. Sekarang Bareksa sudah tidak menerima pembayaran melalu aplikasi transfer perantara seperti FLIP. Jadi, sudah saatnya meninggalkan Bareksa."
Khalish Bhanuwisesa,3,2022-10-05 04:30:40,Aplikasi Bareksa ini kok gak bisa mendaftar ke aplikasi nya saya ini mau mendaftar mau investasi pas tampilan tanda tangan gak bisa di proses sama pihaknya Bareksa. Mohon segera menerima mendaftar saya kalau tidak nanti saya laporkan polisi .
I Kadek Nugraha Juni Sedana,5,2022-09-26 23:22:37,"pakai bareksa sangat cocok untuk pemula untuk berinvestasi yg modal kecil dan bisa nabung tiap bulan, aku kasi bintang 5 karena info pemeliharaan sistem sudah terjadwal top deh 👍"
Boy Irawan syah,5,2022-09-23 15:09:25,Ternyata game in bikin kita kaya mendadak . Sy akan memain kan game ini smpai kapanpun . Ayo kita sm2 main kan game ini . Untk meraih duit besar semoga game ini bermanfaat buat sy kaya
AW,1,2022-09-20 16:00:00,"Baru daftar , sudah approved , login lagi tidak bisa , dikatakan email dan sandi salah , koq aneh"
Hiskia Sinulingga (Kia),5,2022-09-19 23:49:19,"Tampilannya oke, clean dan penfgunaannya mudah. Hanya metode pembeliannya agak kurang banyak pilihan."
Fransiskaastri Setyani,5,2022-09-16 06:26:38,Aplikasi investasi reksadana & emas terbaik yang pernah saya pakai. Fiturnya lengkap dan tampilan enak dilihat dan sangat mudah... Mohon untuk diperbanyak lagi metode pembayaran lewat dompet digital yg lain.. Aplikasinya sudah sangat bagus tinggal dibenahi dimetode pembayaran...
hesty murdiani,3,2022-09-15 23:36:09,Ini kenapa appnya ga bisa diupdate? Udah beberapa kali coba untuk update tapi ga bisa dan ga ada penjelasan apa-apa melalu email 😠
Yani Ahmad,5,2022-09-15 10:00:51,"Daftarnya gampang ga ribet, proses transaksinya cepat, respon dari customer care nya juga bagus setiap keluhan d tangani sampai tuntas. Good job"
ETA IRIANI TRIMARDIAN,5,2022-09-11 22:52:04,"Thnkyou for help me bareksa. Sangat membantu untuk menyiapkan masa depan, semoga kedepannya lebih banyak produk di bareksa."
Yon Setiaone,5,2022-09-08 13:26:12,"Bareksa Super Aplikasi, komplit menu, fiturnya untuk berinvestasi. Dengan bahasa yang jelas dan mudah dimengerti. Investasi ? Ya Bareksa SuperApp TOP"
Firman Bachtiar Hutapea,5,2022-09-04 03:22:34,"Sangat bagus , fitur aplikasinya sangat berguna , sesuai dengan yang dijanjikannya, tetap sukses Bareksa"
illy aang,5,2022-09-02 04:12:12,Ngak pernah ada masalah. Kalau pun ada masalah teknis sedikit tinggal chat 5 menit selesai. Produk lengkap.
realy real,5,2022-08-31 03:37:44,Sebelumnya saya minta maaf kepada bareksa. Disini saya mau saran sedikit buat bareksa. Bisa tidak di kemudia hari bareksa pake system RDN biar enak kalo mau beli reksa dana dan memungkinkan lebih mudah dalam transaksi bali atau jual dan bila pada saat membeli itu tidak usah pakai upload bukti transfer karena menurut saya itu kurang nyaman Ajaid Sekuritas saja sudah bisa beli reksa dana dengan menggunakan RDN Bareksa kapan pakai system RDN nya. Sebelum nya saya minta maaf yang sebesar besarnya
Taufiq Yuliansyah,4,2022-08-27 23:41:38,"Agak kecewa sih dengan pembayaran Via Virtual account yang di kenakan biaya, jadi harus Transfer manual biar gratis. Tapi selebih nya oke, produk reksadana nya lengkap dan tampilan user friendly."
adayantiella ella,3,2022-08-26 16:45:46,Perbanyak pembayaran lewat dompet digital. Ewalet. Ada sih dompet digital tapi di kasih waktunya sangat minim. Cuma 50 detik. Terkadang gagal bayar. Karena di kasih waktunya segitu. Gimana mau bersaing sama yang sebelah. Sebelah aja engga pake waktu untuk bayar.
Ju Ra,5,2022-08-24 03:00:09,"Aplikasi bagus, respon jg cepat, beli jg mudah hanya jual yg belum alami krn blm pernah jual.app mantap. Lumayan belum pernah rugi"
Abdurrahman Luqman,5,2022-08-16 00:47:50,Aplikasi andalan untuk investasi. UI/UX-nya simple dan mudah digunakan. Pilihan instrumen investasi reksadananya banyak banget. Sejauh ini proses pembelian dan pencairan dana juga lancar.
FITRI ANA,5,2022-08-14 07:00:51,Sejauh ini selalu lancar.. semoga kedepan tetap lancar..klo bisa Metode pembayarannya di tambah misal dengan gopay..
DANA Willy,5,2022-08-12 05:31:42,"aplikasi investasi keren, hanya saja soal acc pembelian agak lama. overall bagus dan rekomended!!"
Memaknai Hidup,5,2022-08-11 10:34:24,"Mudah digunakan, hanya mkn perlu pelayanan transaksi lebih cepat. Mungkin Perlu dibuatkan Wallet tersendiri. Agar transaksi pembelian lebih mudah."
ERIGA P H,5,2022-08-11 01:41:01,"Aplikasi nya clean, andal, dan pilihan produk Reksadana nya banyak. Ditambah program loyalty nya bikin semangat nabung. Tambahan kalau bisa pilihan pembayarannya diperbanyak terutama dari sisi ewallet."
Kao mazing,5,2022-08-10 07:15:42,"Saya puas pakai Bareksa, namun disarankan Bareksa membuat pos pos seperti pendidikan, hiburan, dsb jadi bisa memotivasi kita menabung reksadana untuk tujuan2 tsb 🥰"
M Ali Imron,5,2022-08-10 07:11:43,"Bagus, membantu kita dalam tujuan keuangan....bukan untuk cepat kaya . Kalo itu mah jualan aja kalau mau cepat kaya ..modal 5000 jual 50000"
Muhamad Shadam Ghifari Heryanto,5,2022-08-06 04:28:36,"Aplikasi nya cukup bagus, mudah dimengerti, antarmuka nya juga bagus. Hanya saran saya lebih baik untuk metode pembayaran nya diperbanyak dengan aplikasi dompet digital lain, lalu ada virtual account dan juga minimarket. Agar mempermudah konsumen dalam bertransaksi. Dan juga, untuk reksa dana indeks diperbanyak lagi pilihannya seperti indeks JII atau ISSI."
Rotteyzn,5,2022-08-03 10:37:12,"Udah nyaman pake bareksa, UI nya simple dan ga ribet, dan juga pilihannya lebih banyak."
Gita,5,2022-08-03 02:54:40,"Sangat mudah di gunakann, cocok untuk um milenial dan investasinya mudah juga!"
Mars,5,2022-08-02 13:23:19,"Sejauh ini app nya sangat memuaskan. CS-nya juga super responsif, meskipun saya hubungi diluar jam kerja. Terima kasih."
Sumarna Maulana,1,2022-07-30 15:23:28,Udah saya donlood saat daptarnya susah masuk di saat di minta kode OTP padahal otomatis masuk kodenya di kolom otp tapi tetap saja tidak bisa lanjut malah berulang ulang kirim ulang kode tadinya mau coba coba tapi tidak bisa daptar kasih bintang 1 aja
Putri Nazira,5,2022-07-29 14:56:07,"Asli aku seneng bgt kenal bareksa, investasi lancar, aman, dan pilihan product nya juga sesuai sama tujuan investasi akuu, seneng bgt kenal Bareksa❤️"
Fauziah marwa Vida,5,2022-07-28 13:53:26,"Aplikasinya sangat bagus untuk investi, dan sangat menguntungkan,pertama kali coba juga udah ada hasilnya😍 recommended bngtt dehh😍"
Ardisma Yustin Septiani,5,2022-07-27 06:22:42,Sangat rekomended an terpercaya. Meski Ibu rumah tangga tp aku tetep butuh investasi dan lebih pintar dalam mengatur keuangan demi masa depan anak jg keluarga. Aku pilih Bareksa karna aplikasi ini ngga ribet plus mudah dimengerti
Dian Nurdiana,5,2022-07-20 15:09:19,Investasi di Bareksa super gampang bgt. Untungnya juga banyak. Gak nyesel deh download Bareksa! Jadi makin semangat investasi nih
YOKI 146,5,2022-07-20 14:27:51,Untuk apk nya sangat bagus .sekedar saran tolong di tambah kan infestasi cripto lah biar komplit di satu platfom bisa semua
Still Believe,5,2022-07-20 07:33:14,"Tidak nyesal deh download Bareksa apalagi buat yang baru masuk dalam perivestasian termasuk aku juga masih awam banget lagi. Karena di Bareksa benar-benar simpel banget mulai dari daftar akun sampai beli saham/Reksadana, dan transaksi nya juga cepat + transparan lagi. Dalam pelayanan nya juga Bagus + CS nya juga fast respon . Makasih Bareksa, salam investasi ✨"
Yulia Amanda10,5,2022-07-19 00:54:19,"Aplikasi bareksa sangat membantu aku banget dan sangat mudah untuk berinvestasi dan gampang banget semoga makin banyak fitur"" lainnya."
Clay Nabila,5,2022-07-18 17:11:37,Investasi di Bareksa super gampang banget ga ribet. Untung nya juga banyak. Ga nyesel download Bareksa !!! Fitur dan pilihannya juga lengkap banget. Jadi makin semangat investasi karena ada Bareksa 🥰
shasa yola,5,2022-07-18 07:51:25,"Bagus banget aplikasinya. Toolsnya mudah dipahami, terpercaya juga, jadi semangat berinvestasi deh💖"
Syarifah Nurseha,5,2022-07-18 04:35:14,"Aplikasi Reksadana yg paling mudah di pahami,bagus dan banyak fitur fitur nya ya Bareksa,gk nyesel aku download ini cara daftar nya juga mudah dan cepat Pokoknya recommended banget"
Safah Handi Zam,5,2022-07-13 11:20:36,"Awal pertama download awalnya tidak percaya dan Takut tidak Aman,Tapi setelah mendaftar dan memakainya saya sangat bersyukur bisa bertemu dengan aplikasi ini. Dengan Berinvestasi di Bareksa Yang Sangat Mudah dan gampang. Buruan Download Sebelum Kecewa"
Agus Hendrawan,5,2022-07-03 20:08:55,"Masalah pada proses transaksi, pembayaran sudah berhasil, tapi lama banget di prosesnya oleh pihak bareksa. Overall udh OK"
Dwi Febriansyah 212,5,2022-07-01 04:03:10,"Simple banget pakenya, trus gampang prosesnya. Jadi lebih melek invest sekarang 🤩, mantap"
Pengguna Google,4,2022-06-30 04:29:28,beberapa hari lalu saya daftar bareksa. Sudah dapat email persetujuan pembukaan dan aktivasi akun tapi pada saat ingin melakukan pembelian kenapa tidak bisa ya?
Mega afrianita,5,2022-06-29 06:28:54,"Investasi di aplikasi bareksa mudah dan gampang, fiturnya lengkap dan mudah dipahami, sangat membantu untuk memulai berinvestasi"
Chrisnauli Sabatina,5,2022-06-28 04:09:43,Sangat membantu buat aku yg pengen mencoba investasi sejak dini. Ada pilihan resikonya guys. Dan aku pilih resiko yg rendah krn masih pemula. Jd klu mau investasi di sini gk harus langsung yg udh pro ya. Tp newbie juga bisa. Trus gak ribet. Gampang bgt pake aplikasinya.
Muhammad Andrial Israqi,5,2022-06-26 13:35:44,"Berinvestasi di Bareksa Mudah dan Gampang, mungkin butuh waktu yg lama untuk mendapatkan hasil yg maksimal.. Mau kasih saran, seandainya ada investasi yg lain yg bisa lebih mudah dipahami dan tidak begitu sulit untuk berpikir, bisa di tambahkan juga seperti deposito bank atau deposito negara Dan kalau bisa ada fitur nabung rutin, biar bisa nabung setiap minggu nya"
supri adi,1,2022-06-26 05:22:15,"1 bintang dulu ya, karena apa, 1). karena setiap pembelian tidak realtime,harus chat cs nya baru masuk. 2). Penjualan tidak realtime harus menunggu 7 hari kerja, pdhl dana itu dpt diputar buat yg lain. Mohon diperbaiki"
atika nuzula,5,2022-06-25 03:34:42,"Pertama kali download aplikasi Reksadana, aku kira ribet dan susah. Ternyata Bareksa ini gampang dan jelas. Banyak fitur yang bisa dipilih trus bisa melakukan pembayaran lewat OVO juga"
merirka murhindasari,5,2022-06-24 15:49:08,"Aplikasi Reksadana yang fiturnya lengkap, bagus, simple, dan mudah dipahami. Membantu sekali untuk kita dalam memulai berinvestasi. Semoga bermanfaat buat kita semua"
anisa hijriani,5,2022-06-24 15:06:51,Untuk kalian yg mau belajar investasi biar lebih cuan aku saranin donlot skrg. Ini sudah terintegrasi dan dpt lisensi resmi dari OJK ya gais jadi tenang aja ini aman. No bodong2 club. Apk-nya juga smooth bgt. Thx bgt Bareksa
B. Indah Salsabila (Indah salsabila),5,2022-06-24 13:03:49,"Sangat membantu untuk memulai berinvestasi di reksadana , mudah dan transparan. Proses pembayaran jg cepat."
Lely Ramdhani,5,2022-06-24 10:44:51,aplikasi reksadana dan pembeliannya mudah banget buat pengguna pemula seperti saya. terima kasih bareksa
Baksiu Wb,1,2022-06-24 08:10:17,"Penjualan Surat Berharga susah dan ribet. Dan saat chat dengan CS bahasa yang dipake bahasa template yang bertele-tele. RDN Binaartha yang dibuka saat pembukaan RDN sekarang berstatus nonaktif dan saya sudah mengubungi Binaartha sekuritas, namun dari Binaartha malah diminta untuk menghubungi CS bareksa dan setelah ke CS Bareksa hasilnya tetap tidak bisa dicairkan sampai sekarang. Saya kecewa. SR013 dan ST007 saya tetap ada di portofolio saya."
Abdur Rozak,1,2022-06-24 06:36:18,"Penjualan Surat Berharga susah ribet. Dan saat chat dengan CS bahasa yang dipake bahasa template yang bertele-tele. RDN Binaartha yang dibuka saat pembukaan RDN sekarang berstatus nonaktif dan saya sudah mengubungi Binaartha sekuritas, namun dari Binaartha malah diminta untuk menghubungi CS bareksa dan setelah ke CS Bareksa hasilnya tetap tidak bisa dicairkan sampai sekarang. Saya kecewa. SR013 dan ST007 saya tetap ada di portofolio saya."
yoan siregar,5,2022-06-23 07:00:49,"Aplikasinya bagus, sangat membantu sekali. Semoga kedepannya ada fitur² terbaik lainnya."
Faris Al Faruq,3,2022-06-22 11:32:31,Aplikasi reksadana yang pengguna dan pembeliannya mudah. Tapi aplikasinya masih berat. Super aplikasi harusnya punya cara untuk bisa menambah kecepatan. Tolong diperbaiki
Angel Moana,1,2022-06-15 12:06:48,"Saya kapok nih beli reksadana di bareksa. Status order sudah diproses dan uang saya sudah didebit tapi tiba2 berubah menjadi batal. Lalu saya minta pengembalian dana tapi prosesnya sangat ribet. Pembuatan laporan ke cs juga ribet, tiap mau follow up status laporan dan ketemu cs yg berbeda maka harus jelasin lagi dari awal."
Wawan Prasetya,3,2022-06-10 06:02:36,"Maaf, Saya kasih bintang 3 dulu, karena saya mengalami kendala saat registrasi, ketika uploud e-ktp tidak bisa menekan tombol lanjut dan stuck di situ terus, tolong bantuannya segera di perbaiki bug tersebut, Terima kasih"
Felicita Arcadia,1,2022-06-10 01:05:33,"Gimana mau tau bagus atau nggak kalau daftarnya aja susahnya minta ampun?!! Habis kirim foto ktp tiba-tiba mandek tidak bisa lanjut, hanya bisa pencet kembali ke proses sebelumnya. Ngulang berpuluh-puluh kali saja masih tidah bisa! Aduhh .... Kalau bisa tolong diperbaiki ya pliss. Bukan cara daftarnya karena emang sama dengan aplikasi investasi lain jadi tidak masalah. Tapi sistemnya itu lho sering ngebug."
Wiwin Aprianie,1,2022-05-31 10:26:03,"Pendaftaran yang buruk sekali. Setelah upload foto pendaftarannya langsung hilang closed app. Dan tidak ada tanda tangan elektronik. Aplikasi ini hanya mengambil keuntungan dengan mengambil data"" pribadi KTP dan data bank yang digunakan. Pelayanan yang sangat buruk. Bagaimana saya bisa percaya dgn aplikasi ini. Jika kesan pertama saja buruk."
